Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.027175364184916,5.16656774612775E-07,0.314857718585477,0,0,0,407.766805536354,261.373407123457,0.000139978806498502,1.25650467531434,635.646991414651,-2.55177487897403E-06,380.77967960009,0,0,0,0,0,0,package://forest_wall_1/meshes/base_link.STL,1,1,1,1,0,0,0,0,0,0,package://forest_wall_1/meshes/base_link.STL,,墙1-6,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
