Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.0101639038737229,-0.345750301759927,2.28574394428031E-06,0,0,0,740.131293702074,822.275201127958,-11.6520037863876,-0.00103137440453285,718.053270279373,-0.000275443138235663,1533.1305017299,0,0,0,0,0,0,package://forest_wall_3/meshes/base_link.STL,1,1,1,1,0,0,0,0,0,0,package://forest_wall_3/meshes/base_link.STL,,墙3-4,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
